workspace,project_key,repo_slug,repo_name,is_private,main_branch,language,created_on,updated_on,size_bytes,html_url,https_url,ssh_url
"arkho","COOPM","coopeuch-origen-wsbotonpago","wsbotonpago",true,"master","","2024-12-10T14:24:34.049827+00:00","2025-08-12T20:39:25.727166+00:00",4488988,"https://bitbucket.org/arkho/coopeuch-origen-wsbotonpago","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsbotonpago.git","git@bitbucket.org:arkho/coopeuch-origen-wsbotonpago.git"
"arkho","COOPM","coopeuch-origen-wscalculadora","wscalculadora",true,"master","","2024-12-10T14:24:35.781015+00:00","2025-08-12T19:49:59.614321+00:00",893296,"https://bitbucket.org/arkho/coopeuch-origen-wscalculadora","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscalculadora.git","git@bitbucket.org:arkho/coopeuch-origen-wscalculadora.git"
"arkho","COOPM","coopeuch-origen-wscalcularmerp","wscalcularmerp",true,"master","","2024-12-10T14:24:37.541052+00:00","2024-12-17T16:13:13.263838+00:00",102986,"https://bitbucket.org/arkho/coopeuch-origen-wscalcularmerp","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscalcularmerp.git","git@bitbucket.org:arkho/coopeuch-origen-wscalcularmerp.git"
"arkho","COOPM","coopeuch-origen-wscalcularpmt","wscalcularpmt",true,"master","","2024-12-10T14:24:39.194800+00:00","2025-08-12T19:49:52.824857+00:00",1297062,"https://bitbucket.org/arkho/coopeuch-origen-wscalcularpmt","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscalcularpmt.git","git@bitbucket.org:arkho/coopeuch-origen-wscalcularpmt.git"
"arkho","COOPM","coopeuch-origen-wscalculoscredito","wscalculoscredito",true,"master","","2024-12-10T14:24:40.924710+00:00","2025-08-12T19:49:13.730586+00:00",1572471,"https://bitbucket.org/arkho/coopeuch-origen-wscalculoscredito","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscalculoscredito.git","git@bitbucket.org:arkho/coopeuch-origen-wscalculoscredito.git"
"arkho","COOPM","coopeuch-origen-wscampana","wscampana",true,"master","","2024-12-10T14:24:42.472932+00:00","2025-08-11T16:40:25.003956+00:00",292920,"https://bitbucket.org/arkho/coopeuch-origen-wscampana","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscampana.git","git@bitbucket.org:arkho/coopeuch-origen-wscampana.git"
"arkho","COOPM","coopeuch-origen-wscampana-hipotecario","wscampana-hipotecario",true,"master","","2024-12-10T14:24:44.203477+00:00","2024-12-17T16:13:29.097367+00:00",55057,"https://bitbucket.org/arkho/coopeuch-origen-wscampana-hipotecario","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscampana-hipotecario.git","git@bitbucket.org:arkho/coopeuch-origen-wscampana-hipotecario.git"
"arkho","COOPM","coopeuch-origen-wscampanamigraciontd","wscampanamigraciontd",true,"master","","2024-12-10T14:24:45.863909+00:00","2025-07-29T19:15:37.798001+00:00",87643,"https://bitbucket.org/arkho/coopeuch-origen-wscampanamigraciontd","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscampanamigraciontd.git","git@bitbucket.org:arkho/coopeuch-origen-wscampanamigraciontd.git"
"arkho","COOPM","coopeuch-origen-wscartolaconsumo","wscartolaconsumo",true,"master","","2024-12-10T14:24:47.538690+00:00","2025-08-21T05:46:43.973292+00:00",161966,"https://bitbucket.org/arkho/coopeuch-origen-wscartolaconsumo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscartolaconsumo.git","git@bitbucket.org:arkho/coopeuch-origen-wscartolaconsumo.git"
"arkho","COOPM","coopeuch-origen-wscatalogosuma","wscatalogosuma",true,"master","","2024-12-10T14:24:49.271472+00:00","2025-08-21T05:06:37.116308+00:00",1122920,"https://bitbucket.org/arkho/coopeuch-origen-wscatalogosuma","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscatalogosuma.git","git@bitbucket.org:arkho/coopeuch-origen-wscatalogosuma.git"
"arkho","COOPM","coopeuch-origen-wscifrado","wscifrado",true,"master","","2024-12-10T14:24:50.979848+00:00","2025-08-21T05:47:24.916424+00:00",100827,"https://bitbucket.org/arkho/coopeuch-origen-wscifrado","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscifrado.git","git@bitbucket.org:arkho/coopeuch-origen-wscifrado.git"
"arkho","COOPM","coopeuch-origen-wscifradotef","wscifradotef",true,"master","","2024-12-10T14:24:52.498708+00:00","2025-08-12T19:53:47.079948+00:00",889602,"https://bitbucket.org/arkho/coopeuch-origen-wscifradotef","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscifradotef.git","git@bitbucket.org:arkho/coopeuch-origen-wscifradotef.git"
"arkho","COOPM","coopeuch-origen-wscliente","wscliente",true,"master","","2024-12-10T14:24:54.228516+00:00","2025-07-23T01:44:12.304264+00:00",236921,"https://bitbucket.org/arkho/coopeuch-origen-wscliente","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscliente.git","git@bitbucket.org:arkho/coopeuch-origen-wscliente.git"
"arkho","COOPM","coopeuch-origen-wscondicionescomerciales","wscondicionescomerciales",true,"master","","2024-12-10T14:24:55.867227+00:00","2025-07-04T12:53:23.826291+00:00",845396,"https://bitbucket.org/arkho/coopeuch-origen-wscondicionescomerciales","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscondicionescomerciales.git","git@bitbucket.org:arkho/coopeuch-origen-wscondicionescomerciales.git"
"arkho","COOPM","coopeuch-origen-wscondicionesgenerales","wscondicionesgenerales",true,"master","","2024-12-10T14:24:57.605072+00:00","2024-12-17T16:13:59.802246+00:00",59148,"https://bitbucket.org/arkho/coopeuch-origen-wscondicionesgenerales","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscondicionesgenerales.git","git@bitbucket.org:arkho/coopeuch-origen-wscondicionesgenerales.git"
"arkho","COOPM","coopeuch-origen-wsconectortemp","wsconectortemp",true,"master","","2024-12-10T14:24:59.686188+00:00","2024-12-17T16:14:04.874381+00:00",243322,"https://bitbucket.org/arkho/coopeuch-origen-wsconectortemp","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsconectortemp.git","git@bitbucket.org:arkho/coopeuch-origen-wsconectortemp.git"
"arkho","COOPM","coopeuch-origen-wsconfirmacionseguro","wsconfirmacionseguro",true,"master","","2024-12-10T14:25:01.634379+00:00","2024-12-17T16:14:08.741944+00:00",59141,"https://bitbucket.org/arkho/coopeuch-origen-wsconfirmacionseguro","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsconfirmacionseguro.git","git@bitbucket.org:arkho/coopeuch-origen-wsconfirmacionseguro.git"
"arkho","COOPM","coopeuch-origen-wsconstanciapago","wsconstanciapago",true,"master","","2024-12-10T14:25:03.361057+00:00","2025-09-12T02:47:06.687257+00:00",333560,"https://bitbucket.org/arkho/coopeuch-origen-wsconstanciapago","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsconstanciapago.git","git@bitbucket.org:arkho/coopeuch-origen-wsconstanciapago.git"
"arkho","COOPM","coopeuch-origen-wsconsultacampanawf","wsconsultacampanawf",true,"master","","2024-12-10T14:25:05.167235+00:00","2025-08-20T21:24:21.522142+00:00",1604443,"https://bitbucket.org/arkho/coopeuch-origen-wsconsultacampanawf","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsconsultacampanawf.git","git@bitbucket.org:arkho/coopeuch-origen-wsconsultacampanawf.git"
"arkho","COOPM","coopeuch-origen-wsconsultacuentatefmasiva","wsconsultacuentatefmasiva",true,"master","","2024-12-10T14:25:06.928790+00:00","2025-08-21T05:49:06.030858+00:00",1134399,"https://bitbucket.org/arkho/coopeuch-origen-wsconsultacuentatefmasiva","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsconsultacuentatefmasiva.git","git@bitbucket.org:arkho/coopeuch-origen-wsconsultacuentatefmasiva.git"
"arkho","COOPM","coopeuch-origen-wsconsultanomina","wsconsultanomina",true,"master","","2024-12-10T14:25:08.629356+00:00","2025-08-12T19:54:40.017866+00:00",1254776,"https://bitbucket.org/arkho/coopeuch-origen-wsconsultanomina","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsconsultanomina.git","git@bitbucket.org:arkho/coopeuch-origen-wsconsultanomina.git"
"arkho","COOPM","coopeuch-origen-wscontroversiadocumento","wscontroversiadocumento",true,"master","","2024-12-10T14:25:10.412878+00:00","2025-08-12T20:14:25.078105+00:00",563929,"https://bitbucket.org/arkho/coopeuch-origen-wscontroversiadocumento","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscontroversiadocumento.git","git@bitbucket.org:arkho/coopeuch-origen-wscontroversiadocumento.git"
"arkho","COOPM","coopeuch-origen-wscontroversias","wscontroversias",true,"master","","2024-12-10T14:25:12.145062+00:00","2025-09-14T04:21:32.006610+00:00",317003,"https://bitbucket.org/arkho/coopeuch-origen-wscontroversias","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscontroversias.git","git@bitbucket.org:arkho/coopeuch-origen-wscontroversias.git"
"arkho","COOPM","coopeuch-origen-wscoop","wscoop",true,"master","","2024-12-10T14:25:14.178035+00:00","2025-08-21T05:51:10.812541+00:00",526478,"https://bitbucket.org/arkho/coopeuch-origen-wscoop","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscoop.git","git@bitbucket.org:arkho/coopeuch-origen-wscoop.git"
"arkho","COOPM","coopeuch-origen-wscoopeuchpass","wscoopeuchpass",true,"master","","2024-12-10T14:25:15.864825+00:00","2025-08-21T05:52:15.995154+00:00",301904,"https://bitbucket.org/arkho/coopeuch-origen-wscoopeuchpass","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscoopeuchpass.git","git@bitbucket.org:arkho/coopeuch-origen-wscoopeuchpass.git"
"arkho","COOPM","coopeuch-origen-wscoopeuchpassmovil","wscoopeuchpassmovil",true,"master","","2024-12-10T14:25:17.678829+00:00","2025-08-21T05:52:53.852556+00:00",111358,"https://bitbucket.org/arkho/coopeuch-origen-wscoopeuchpassmovil","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscoopeuchpassmovil.git","git@bitbucket.org:arkho/coopeuch-origen-wscoopeuchpassmovil.git"
"arkho","COOPM","coopeuch-origen-wscorredoraseguros","wscorredoraseguros",true,"master","","2024-12-10T14:25:19.472860+00:00","2025-08-12T19:44:26.637439+00:00",486147,"https://bitbucket.org/arkho/coopeuch-origen-wscorredoraseguros","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscorredoraseguros.git","git@bitbucket.org:arkho/coopeuch-origen-wscorredoraseguros.git"
"arkho","COOPM","coopeuch-origen-wscreditomype","wscreditomype",true,"master","","2024-12-10T14:25:21.093076+00:00","2025-08-21T05:53:29.064095+00:00",229790,"https://bitbucket.org/arkho/coopeuch-origen-wscreditomype","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscreditomype.git","git@bitbucket.org:arkho/coopeuch-origen-wscreditomype.git"
"arkho","COOPM","coopeuch-origen-wscreditoplanillaweb","wscreditoplanillaweb",true,"master","","2024-12-10T14:25:22.781333+00:00","2025-08-28T21:11:42.412760+00:00",226110,"https://bitbucket.org/arkho/coopeuch-origen-wscreditoplanillaweb","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscreditoplanillaweb.git","git@bitbucket.org:arkho/coopeuch-origen-wscreditoplanillaweb.git"
"arkho","COOPM","coopeuch-origen-wscuentaahorro","wscuentaahorro",true,"master","","2024-12-10T14:25:24.448235+00:00","2025-07-23T00:18:16.715248+00:00",226642,"https://bitbucket.org/arkho/coopeuch-origen-wscuentaahorro","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscuentaahorro.git","git@bitbucket.org:arkho/coopeuch-origen-wscuentaahorro.git"
"arkho","COOPM","coopeuch-origen-wscuentavista","wscuentavista",true,"master","","2024-12-10T14:25:26.168342+00:00","2025-07-23T00:05:19.993237+00:00",404953,"https://bitbucket.org/arkho/coopeuch-origen-wscuentavista","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscuentavista.git","git@bitbucket.org:arkho/coopeuch-origen-wscuentavista.git"
"arkho","COOPM","coopeuch-origen-wscuentavistadg","wscuentavistadg",true,"master","","2024-12-10T14:25:27.914786+00:00","2024-12-17T16:15:08.497157+00:00",54909,"https://bitbucket.org/arkho/coopeuch-origen-wscuentavistadg","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscuentavistadg.git","git@bitbucket.org:arkho/coopeuch-origen-wscuentavistadg.git"
"arkho","COOPM","coopeuch-origen-wscuotaparticipacion","wscuotaparticipacion",true,"master","","2024-12-10T14:25:30.080515+00:00","2025-07-23T01:45:18.822240+00:00",535475,"https://bitbucket.org/arkho/coopeuch-origen-wscuotaparticipacion","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wscuotaparticipacion.git","git@bitbucket.org:arkho/coopeuch-origen-wscuotaparticipacion.git"
"arkho","COOPM","coopeuch-origen-wsdap","wsdap",true,"master","","2024-12-10T14:25:31.822675+00:00","2025-07-23T00:21:31.789158+00:00",449767,"https://bitbucket.org/arkho/coopeuch-origen-wsdap","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdap.git","git@bitbucket.org:arkho/coopeuch-origen-wsdap.git"
"arkho","COOPM","coopeuch-origen-wsdatosdemograficos","wsdatosdemograficos",true,"master","","2024-12-10T14:25:33.603772+00:00","2024-12-17T16:15:22.108256+00:00",264648,"https://bitbucket.org/arkho/coopeuch-origen-wsdatosdemograficos","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdatosdemograficos.git","git@bitbucket.org:arkho/coopeuch-origen-wsdatosdemograficos.git"
"arkho","COOPM","coopeuch-origen-wsdatosgeograficos","wsdatosgeograficos",true,"master","","2024-12-10T14:25:35.838803+00:00","2025-08-12T19:55:47.168152+00:00",649733,"https://bitbucket.org/arkho/coopeuch-origen-wsdatosgeograficos","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdatosgeograficos.git","git@bitbucket.org:arkho/coopeuch-origen-wsdatosgeograficos.git"
"arkho","COOPM","coopeuch-origen-wsdatosidg","wsdatosidg",true,"master","","2024-12-10T14:25:37.432305+00:00","2024-12-17T16:15:30.241308+00:00",438395,"https://bitbucket.org/arkho/coopeuch-origen-wsdatosidg","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdatosidg.git","git@bitbucket.org:arkho/coopeuch-origen-wsdatosidg.git"
"arkho","COOPM","coopeuch-origen-wsdatosmerp","wsdatosmerp",true,"master","","2024-12-10T14:25:39.334592+00:00","2025-09-09T14:32:27.576159+00:00",1529586,"https://bitbucket.org/arkho/coopeuch-origen-wsdatosmerp","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdatosmerp.git","git@bitbucket.org:arkho/coopeuch-origen-wsdatosmerp.git"
"arkho","COOPM","coopeuch-origen-wsdesafiosinacofi","wsdesafiosinacofi",true,"master","","2024-12-10T14:25:41.160007+00:00","2025-08-12T16:13:42.051453+00:00",630394,"https://bitbucket.org/arkho/coopeuch-origen-wsdesafiosinacofi","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdesafiosinacofi.git","git@bitbucket.org:arkho/coopeuch-origen-wsdesafiosinacofi.git"
"arkho","COOPM","coopeuch-origen-wsdesbloqueotarjetas","wsdesbloqueotarjetas",true,"master","","2024-12-10T14:25:42.817620+00:00","2025-08-21T05:55:34.853560+00:00",424825,"https://bitbucket.org/arkho/coopeuch-origen-wsdesbloqueotarjetas","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdesbloqueotarjetas.git","git@bitbucket.org:arkho/coopeuch-origen-wsdesbloqueotarjetas.git"
"arkho","COOPM","coopeuch-origen-wsdescargadocumento","wsdescargadocumento",true,"master","","2024-12-10T14:25:44.571800+00:00","2025-08-21T05:56:07.908046+00:00",286232,"https://bitbucket.org/arkho/coopeuch-origen-wsdescargadocumento","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdescargadocumento.git","git@bitbucket.org:arkho/coopeuch-origen-wsdescargadocumento.git"
"arkho","COOPM","coopeuch-origen-wsdestinatario","wsdestinatario",true,"master","","2024-12-10T14:25:46.566857+00:00","2025-08-12T20:16:37.554608+00:00",451958,"https://bitbucket.org/arkho/coopeuch-origen-wsdestinatario","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdestinatario.git","git@bitbucket.org:arkho/coopeuch-origen-wsdestinatario.git"
"arkho","COOPM","coopeuch-origen-wsdestinatarioconvenio","wsdestinatarioconvenio",true,"master","","2024-12-10T14:25:48.601137+00:00","2025-08-28T21:12:30.077033+00:00",216044,"https://bitbucket.org/arkho/coopeuch-origen-wsdestinatarioconvenio","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdestinatarioconvenio.git","git@bitbucket.org:arkho/coopeuch-origen-wsdestinatarioconvenio.git"
"arkho","COOPM","coopeuch-origen-wsdeudasconsumo","wsdeudasconsumo",true,"master","","2024-12-10T14:25:50.157727+00:00","2024-12-17T16:15:59.199572+00:00",54660,"https://bitbucket.org/arkho/coopeuch-origen-wsdeudasconsumo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdeudasconsumo.git","git@bitbucket.org:arkho/coopeuch-origen-wsdeudasconsumo.git"
"arkho","COOPM","coopeuch-origen-wsdirecciones","wsdirecciones",true,"master","","2024-12-10T14:25:51.997106+00:00","2025-08-12T19:41:57.668508+00:00",978107,"https://bitbucket.org/arkho/coopeuch-origen-wsdirecciones","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdirecciones.git","git@bitbucket.org:arkho/coopeuch-origen-wsdirecciones.git"
"arkho","COOPM","coopeuch-origen-wsdocportabilidadfinanciera","wsdocportabilidadfinanciera",true,"master","","2024-12-10T14:25:53.668297+00:00","2025-08-11T18:25:28.517210+00:00",631326,"https://bitbucket.org/arkho/coopeuch-origen-wsdocportabilidadfinanciera","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdocportabilidadfinanciera.git","git@bitbucket.org:arkho/coopeuch-origen-wsdocportabilidadfinanciera.git"
"arkho","COOPM","coopeuch-origen-wsdummynotificaciones","wsdummynotificaciones",true,"master","","2024-12-10T14:25:55.133955+00:00","2024-12-10T14:25:55.233622+00:00",33348,"https://bitbucket.org/arkho/coopeuch-origen-wsdummynotificaciones","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsdummynotificaciones.git","git@bitbucket.org:arkho/coopeuch-origen-wsdummynotificaciones.git"
"arkho","COOPM","coopeuch-origen-wsejecutivo","wsejecutivo",true,"master","","2024-12-10T14:25:56.873089+00:00","2025-08-12T20:31:16.870184+00:00",727774,"https://bitbucket.org/arkho/coopeuch-origen-wsejecutivo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsejecutivo.git","git@bitbucket.org:arkho/coopeuch-origen-wsejecutivo.git"
"arkho","COOPM","coopeuch-origen-wsembargo","wsembargo",true,"master","","2024-12-10T14:25:59.017372+00:00","2025-09-11T17:43:53.241916+00:00",1717949,"https://bitbucket.org/arkho/coopeuch-origen-wsembargo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsembargo.git","git@bitbucket.org:arkho/coopeuch-origen-wsembargo.git"
"arkho","COOPM","coopeuch-origen-wsempresa","wsempresa",true,"master","","2024-12-10T14:26:00.765290+00:00","2025-08-12T20:32:35.984213+00:00",1192200,"https://bitbucket.org/arkho/coopeuch-origen-wsempresa","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsempresa.git","git@bitbucket.org:arkho/coopeuch-origen-wsempresa.git"
"arkho","COOPM","coopeuch-origen-wsencuesta","wsencuesta",true,"master","","2024-12-10T14:26:02.563935+00:00","2025-08-21T05:58:28.119731+00:00",94722,"https://bitbucket.org/arkho/coopeuch-origen-wsencuesta","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsencuesta.git","git@bitbucket.org:arkho/coopeuch-origen-wsencuesta.git"
"arkho","COOPM","coopeuch-origen-wsenrolamiento","wsenrolamiento",true,"master","","2024-12-10T14:26:04.611015+00:00","2024-12-17T16:16:30.395465+00:00",339558,"https://bitbucket.org/arkho/coopeuch-origen-wsenrolamiento","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsenrolamiento.git","git@bitbucket.org:arkho/coopeuch-origen-wsenrolamiento.git"
"arkho","COOPM","coopeuch-origen-wsenrolamientoabonoremuneraciones","wsenrolamientoabonoremuneraciones",true,"master","","2024-12-10T14:26:06.323257+00:00","2025-08-12T21:37:45.413423+00:00",620211,"https://bitbucket.org/arkho/coopeuch-origen-wsenrolamientoabonoremuneraciones","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsenrolamientoabonoremuneraciones.git","git@bitbucket.org:arkho/coopeuch-origen-wsenrolamientoabonoremuneraciones.git"
"arkho","COOPM","coopeuch-origen-wsenrolamientopagosqr","wsenrolamientopagosqr",true,"master","","2024-12-10T14:26:07.996740+00:00","2024-12-17T16:16:37.835075+00:00",95688,"https://bitbucket.org/arkho/coopeuch-origen-wsenrolamientopagosqr","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsenrolamientopagosqr.git","git@bitbucket.org:arkho/coopeuch-origen-wsenrolamientopagosqr.git"
"arkho","COOPM","coopeuch-origen-wsevaluacioncredito","wsevaluacioncredito",true,"master","","2024-12-10T14:26:09.781710+00:00","2025-08-12T19:47:30.719986+00:00",2351302,"https://bitbucket.org/arkho/coopeuch-origen-wsevaluacioncredito","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsevaluacioncredito.git","git@bitbucket.org:arkho/coopeuch-origen-wsevaluacioncredito.git"
"arkho","COOPM","coopeuch-origen-wsevaluacionpersona","wsevaluacionpersona",true,"master","","2024-12-10T14:26:11.510483+00:00","2025-08-21T13:17:26.390250+00:00",650334,"https://bitbucket.org/arkho/coopeuch-origen-wsevaluacionpersona","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsevaluacionpersona.git","git@bitbucket.org:arkho/coopeuch-origen-wsevaluacionpersona.git"
"arkho","COOPM","coopeuch-origen-wsevaluacionsolicitudesweb","wsevaluacionsolicitudesweb",true,"master","","2024-12-10T14:26:13.294753+00:00","2025-09-06T02:05:23.864186+00:00",529685,"https://bitbucket.org/arkho/coopeuch-origen-wsevaluacionsolicitudesweb","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsevaluacionsolicitudesweb.git","git@bitbucket.org:arkho/coopeuch-origen-wsevaluacionsolicitudesweb.git"
"arkho","COOPM","coopeuch-origen-wseventosportabilidadfinanciera","wseventosportabilidadfinanciera",true,"master","","2024-12-10T14:26:15.090250+00:00","2024-12-17T16:16:54.839501+00:00",281874,"https://bitbucket.org/arkho/coopeuch-origen-wseventosportabilidadfinanciera","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wseventosportabilidadfinanciera.git","git@bitbucket.org:arkho/coopeuch-origen-wseventosportabilidadfinanciera.git"
"arkho","COOPM","coopeuch-origen-wsfactoresautenticacion","wsfactoresautenticacion",true,"master","","2024-12-10T14:26:16.964624+00:00","2025-07-29T19:25:00.759598+00:00",680051,"https://bitbucket.org/arkho/coopeuch-origen-wsfactoresautenticacion","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsfactoresautenticacion.git","git@bitbucket.org:arkho/coopeuch-origen-wsfactoresautenticacion.git"
"arkho","COOPM","coopeuch-origen-wsfirmasinacofi","wsfirmasinacofi",true,"master","","2024-12-10T14:26:19.096809+00:00","2025-08-28T21:05:33.996736+00:00",830655,"https://bitbucket.org/arkho/coopeuch-origen-wsfirmasinacofi","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsfirmasinacofi.git","git@bitbucket.org:arkho/coopeuch-origen-wsfirmasinacofi.git"
"arkho","COOPM","coopeuch-origen-wsfirmatoc","wsfirmatoc",true,"master","","2024-12-10T14:26:20.859098+00:00","2025-08-12T20:16:00.250707+00:00",502486,"https://bitbucket.org/arkho/coopeuch-origen-wsfirmatoc","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsfirmatoc.git","git@bitbucket.org:arkho/coopeuch-origen-wsfirmatoc.git"
"arkho","COOPM","coopeuch-origen-wsfirmatoc-cdig","wsfirmatoc-cdig",true,"master","","2024-12-10T14:26:22.528020+00:00","2025-08-21T06:00:53.645135+00:00",195700,"https://bitbucket.org/arkho/coopeuch-origen-wsfirmatoc-cdig","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsfirmatoc-cdig.git","git@bitbucket.org:arkho/coopeuch-origen-wsfirmatoc-cdig.git"
"arkho","COOPM","coopeuch-origen-wsformalizacionweb","wsformalizacionweb",true,"master","","2024-12-10T14:26:24.343836+00:00","2025-08-28T21:10:19.083251+00:00",752503,"https://bitbucket.org/arkho/coopeuch-origen-wsformalizacionweb","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsformalizacionweb.git","git@bitbucket.org:arkho/coopeuch-origen-wsformalizacionweb.git"
"arkho","COOPM","coopeuch-origen-wsfraude","wsfraude",true,"master","","2024-12-10T14:26:26.169960+00:00","2025-08-12T19:54:23.522037+00:00",572060,"https://bitbucket.org/arkho/coopeuch-origen-wsfraude","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsfraude.git","git@bitbucket.org:arkho/coopeuch-origen-wsfraude.git"
"arkho","COOPM","coopeuch-origen-wsfuncionario","wsfuncionario",true,"master","","2024-12-10T14:26:28.016644+00:00","2025-08-12T19:42:10.466410+00:00",644461,"https://bitbucket.org/arkho/coopeuch-origen-wsfuncionario","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsfuncionario.git","git@bitbucket.org:arkho/coopeuch-origen-wsfuncionario.git"
"arkho","COOPM","coopeuch-origen-wsgestdocsseguroinstanda","wsgestdocsseguroinstanda",true,"master","","2024-12-10T14:26:29.714219+00:00","2024-12-17T16:17:27.420398+00:00",54649,"https://bitbucket.org/arkho/coopeuch-origen-wsgestdocsseguroinstanda","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsgestdocsseguroinstanda.git","git@bitbucket.org:arkho/coopeuch-origen-wsgestdocsseguroinstanda.git"
"arkho","COOPM","coopeuch-origen-wsgestioncredito","wsgestioncredito",true,"master","","2024-12-10T14:26:31.453911+00:00","2025-08-12T17:02:56.465517+00:00",1659182,"https://bitbucket.org/arkho/coopeuch-origen-wsgestioncredito","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsgestioncredito.git","git@bitbucket.org:arkho/coopeuch-origen-wsgestioncredito.git"
"arkho","COOPM","coopeuch-origen-wsgestionpagoexpress","wsgestionpagoexpress",true,"master","","2024-12-10T14:26:33.158668+00:00","2025-08-28T21:08:09.915788+00:00",1141931,"https://bitbucket.org/arkho/coopeuch-origen-wsgestionpagoexpress","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsgestionpagoexpress.git","git@bitbucket.org:arkho/coopeuch-origen-wsgestionpagoexpress.git"
"arkho","COOPM","coopeuch-origen-wsgestionpintarjeta","wsgestionpintarjeta",true,"master","","2024-12-10T14:26:34.873635+00:00","2025-08-12T20:37:17.519976+00:00",609074,"https://bitbucket.org/arkho/coopeuch-origen-wsgestionpintarjeta","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsgestionpintarjeta.git","git@bitbucket.org:arkho/coopeuch-origen-wsgestionpintarjeta.git"
"arkho","COOPM","coopeuch-origen-wsgestiontarjetacredito","wsgestiontarjetacredito",true,"master","","2024-12-10T14:26:36.675758+00:00","2025-07-04T13:47:24.563075+00:00",327348,"https://bitbucket.org/arkho/coopeuch-origen-wsgestiontarjetacredito","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-wsgestiontarjetacredito.git","git@bitbucket.org:arkho/coopeuch-origen-wsgestiontarjetacredito.git"
